made,squareMeters,numberOfRooms,hasStorageRoom,hasGuestRoom,price
2004,56102,64,0,1,5620090.4
2019,98114,73,0,0,9817419.9
2005,82310,95,0,10,8240688.5
2016,6601,52,1,4,674121.6
2004,39130,3,0,6,3921493.4
2012,26848,77,0,1,2689927.2
1999,77975,28,1,10,7801482.9
2007,78739,4,0,6,7883763.7
2009,59704,32,0,5,5974678.9
1994,1634,10,1,6,166341.4
1990,83954,71,0,9,8396809.0
2013,6381,56,0,2,639687.3
1998,16817,53,0,0,1694147.8
1997,88402,75,0,0,8848110.7
2007,54789,5,1,2,5484239.7
1991,12020,56,1,2,1212214.1
2002,16602,31,1,1,1664806.2
2011,81800,16,1,8,8188934.1
2009,211,10,1,1,24058.9
2006,21106,58,0,2,2117995.6
1991,53833,77,0,1,5388850.1
2009,96246,62,1,7,9631618.9
2011,62199,61,1,8,6222956.1
2016,67216,72,1,3,6729066.6
2017,82395,4,0,3,8246501.7
1992,89880,93,1,4,8998164.2
1995,42686,61,0,1,4271554.5
2012,68043,34,1,0,6814850.2
2016,88821,1,0,9,8886403.6
2020,74641,91,1,4,7465378.0
2013,32121,41,1,7,3220114.3
2004,43665,51,1,5,4375632.4
2014,22849,54,1,8,2286370.4
2011,51021,1,1,3,5108595.1
1999,25316,99,0,3,2535882.9
2010,77346,34,0,4,7738601.0
1998,18346,7,1,9,1839603.8
2002,72368,74,1,10,7245229.2
2015,18014,85,1,3,1810349.5
1992,56391,99,0,2,5641537.2
1993,30007,48,0,6,3008473.3
2021,70179,50,1,2,7027779.1
2002,4813,2,0,4,495134.2
1995,80331,49,1,4,8037047.5
2013,68153,45,1,5,6822830.3
1990,90954,57,1,5,9102269.0
2017,24168,18,1,4,2420503.7
2020,10781,21,0,0,1085988.0
2011,70810,37,0,5,7086297.1
1997,92505,51,1,0,9259024.7
2016,4768,93,0,3,483681.6
2016,23668,11,0,10,2372045.6
1996,27093,14,1,2,2718663.6
2006,11519,71,0,9,1160066.6
1994,90122,35,0,3,9017994.4
1997,85198,59,1,10,8520917.7
2009,75571,63,0,0,7562964.9
1998,61478,48,0,10,6151688.8
2002,64180,36,1,4,6425560.2
2008,71527,3,1,5,7159280.8
2018,77855,59,0,2,7797856.8
2007,54169,76,0,4,5424360.7
2006,74689,44,0,8,7476071.6
1998,12426,53,1,7,1246872.8
1994,59509,6,1,3,5956829.4
2011,5340,86,1,2,538173.1
2008,10082,3,1,5,1016018.8
1993,35763,54,0,3,3578936.3
2013,81375,67,1,5,8144015.3
2009,74875,7,0,1,7493537.9
2005,14623,98,1,1,1468584.5
2009,46282,17,0,6,4635687.9
2015,11124,67,0,7,1125532.5
1992,20634,23,1,6,2066809.2
2020,73473,60,0,10,7354795.0
2002,9130,37,1,2,921139.2
2006,10342,83,0,1,1043513.6
1997,30291,10,0,7,3030131.7
1998,52756,76,0,10,5290006.8
1992,56155,23,1,1,5617383.2
2010,45587,15,1,3,4563744.0
2019,21070,90,0,3,2112717.9
2017,18603,8,1,5,1871116.7
2001,85134,29,1,3,8514100.1
2008,74689,60,0,6,7484096.8
2009,28825,74,1,5,2887905.9
2020,4680,6,0,8,472741.0
2013,35706,65,1,7,3574742.3
2013,24321,59,0,8,2440786.3
2003,36321,97,1,9,3638628.3
2018,85415,55,0,6,8550149.8
2015,8731,90,0,3,880713.5
1991,80634,46,1,8,8065315.1
2010,30631,13,0,8,3070674.0
2018,56065,35,0,7,5614119.8
2007,49574,45,1,2,4967356.7
1994,75408,30,1,4,7545062.4
2015,735,66,1,4,84567.5
1998,925,94,0,4,104727.8
2000,22714,2,1,0,2278508.0
2013,99053,20,0,1,9914114.3
2019,65914,5,0,6,6599320.9
2020,76613,71,1,3,7665959.0
2000,1862,48,0,3,193540.0
2010,27600,13,0,9,2764902.0
1991,71241,42,1,7,7135011.1
1993,67247,59,1,3,6733795.3
1992,79073,21,0,2,7913819.2
2004,9208,58,0,6,922791.4
2004,51875,4,1,4,5193634.4
2017,92445,92,0,4,9249510.7
1995,13470,35,1,1,1350039.5
1991,29722,96,0,5,2977107.1
2019,18104,76,0,0,1816871.9
1992,98701,69,0,4,9879541.2
2016,30239,27,1,0,3029749.6
2002,77857,14,1,3,7788400.2
2006,22737,17,0,5,2278169.6
2019,24896,93,0,4,2494839.9
1994,98793,70,0,2,9885562.4
2021,14224,76,0,2,1427508.1
2013,65001,18,0,8,6504375.3
2010,84479,4,1,7,8454598.0
1999,49415,61,0,4,4943067.9
1995,75177,82,0,1,7519419.5
2001,95630,42,0,4,9572960.1
2012,40911,43,0,8,4100225.2
1994,71151,17,1,1,7117551.4
1992,48392,44,0,8,4841545.2
2013,76649,77,1,10,7667431.3
2020,5390,52,0,6,547066.0
2007,44938,58,1,4,4510650.7
1996,50595,75,1,9,5067161.6
2007,43776,14,1,4,4387370.7
2010,70110,98,1,7,7015646.0
2001,40760,79,1,3,4080383.1
2005,39524,5,0,7,3953344.5
2014,6597,10,1,10,670292.4
2021,19674,84,1,9,1978538.1
2012,57415,41,1,8,5752675.2
2018,2143,62,0,2,220656.8
1994,37302,91,1,8,3734886.4
2012,64964,53,0,10,6498171.2
2015,67691,28,1,10,6772663.5
2004,727,18,0,7,77725.4
2004,70068,31,0,0,7015755.4
2006,61771,94,1,9,6181734.6
2008,62878,95,0,3,6289361.8
2008,64505,89,0,9,6459212.8
2017,95116,62,0,3,9518909.7
1990,39418,53,1,7,3950046.0
2016,47022,14,1,3,4709643.6
2012,36778,61,1,6,3692148.2
2013,95702,29,0,4,9577615.3
1994,86793,38,1,6,8682439.4
1992,12584,20,1,10,1266802.2
2007,54520,29,0,6,5457270.7
2003,4099,40,0,7,415756.3
1996,75948,55,0,0,7601880.6
1991,89305,48,1,8,8938801.1
2015,26506,95,0,1,2660579.5
2019,6921,53,1,4,693484.9
2010,8346,6,1,0,839157.0
2014,90050,66,1,0,9007562.4
2003,33341,35,0,8,3342152.3
2001,17467,30,0,3,1751070.1
2005,67672,30,1,6,6773654.5
2001,46771,18,1,1,4687350.1
1995,33700,69,1,3,3377757.5
1999,95076,10,1,8,9513379.9
1991,68535,72,1,7,6857533.1
1990,87567,2,1,8,8763657.0
1992,47807,31,0,5,4790133.2
2003,24942,7,1,10,2502371.3
2000,19702,27,0,5,1974353.0
2010,7001,85,1,0,709874.0
2001,26872,88,1,9,2692017.1
2003,24081,54,1,10,2418822.3
1998,40992,23,0,7,4107719.8
2009,48102,15,0,10,4815224.9
1998,90219,48,0,3,9024572.8
2018,58935,21,0,5,5902606.8
1990,99277,35,1,10,9935775.0
1994,90528,50,0,2,9063314.4
2006,61867,58,1,4,6190959.6
2011,61877,97,0,1,6194435.1
1994,62187,58,0,2,6220397.4
2019,82176,61,1,8,8225804.9
2011,36528,9,1,9,3664294.1
1998,61942,5,0,3,6201486.8
1999,97430,86,0,8,9745071.9
2016,60226,79,0,5,6035968.6
1996,20346,93,0,0,2039146.6
2012,65982,64,0,6,6607360.2
2001,31886,81,1,5,3192104.1
2001,98348,93,0,10,9838800.1
2019,80722,21,0,1,8075401.9
2015,15588,76,1,4,1563887.5
2007,41797,63,0,0,4182295.7
2015,26599,50,1,3,2665969.5
2011,32874,24,0,9,3290324.1
2018,86619,23,0,7,8670749.8
1999,22205,71,1,7,2225365.9
2003,58657,94,0,5,5867038.3
2002,23552,18,0,4,2363314.2
2009,93202,11,0,0,9325154.9
2013,48478,59,1,2,4852762.3
1994,27969,73,1,0,2809123.4
2016,17015,82,0,4,1702646.6
1993,25066,8,0,3,2516535.3
1992,31651,14,1,4,3166991.2
1992,62001,13,0,1,6204127.2
2000,71532,54,0,6,7159102.0
2008,45285,12,1,8,4537104.8
2006,59099,62,0,0,5917182.6
2009,73048,22,1,3,7316030.9
2018,2501,79,1,0,255027.8
2002,11620,60,0,5,1169300.2
1992,55228,45,1,9,5533494.2
1993,83411,4,0,1,8346545.3
2013,44721,100,1,8,4475605.3
1994,16360,9,1,10,1641010.4
1994,17306,60,1,10,1741614.4
1996,49820,15,1,5,4987130.6
2009,92241,40,1,10,9234830.9
2002,64318,1,1,10,6446168.2
1991,62785,11,1,5,6281861.1
2009,71517,54,1,8,7160579.9
2000,48401,39,0,4,4846713.0
1990,40839,78,0,2,4092414.0
1991,44219,15,1,1,4436813.1
1990,61455,61,0,1,6150227.0
1990,31862,2,0,10,3198138.0
2017,34137,50,1,1,3425405.7
2013,85661,8,1,10,8570393.3
2010,60988,68,0,3,6106833.0
1991,31308,56,1,4,3138606.1
2012,91419,55,0,2,9147142.2
2015,46317,95,1,2,4638805.5
2014,20810,97,1,4,2087901.4
2018,72269,72,1,0,7237251.8
2008,38856,67,1,5,3890014.8
1997,51212,83,1,5,5129933.7
1998,31246,13,1,1,3127463.8
2019,75354,2,0,8,7546076.9
2006,69352,30,1,0,6945828.6
1993,36673,31,1,4,3673398.3
1995,83421,32,0,8,8348850.5
2013,75593,62,1,10,7567839.3
2008,60653,8,0,10,6076327.8
1993,17699,64,0,6,1775017.3
1991,11587,41,1,9,1166616.1
2018,23262,71,1,9,2328515.8
2001,60022,52,1,2,6013402.1
2006,60759,17,1,7,6079351.6
1993,10798,27,0,6,1086266.3
2004,13163,46,1,2,1327820.4
2011,99750,4,0,2,9982515.1
2008,78980,10,0,0,7903451.8
2005,71251,22,1,9,7132789.5
2014,60656,82,1,4,6074331.4
2006,18854,40,1,6,1896031.6
2001,20282,18,1,6,2029680.1
1994,87580,59,0,2,8763378.4
2021,76238,6,1,2,7625604.1
2011,82707,79,1,2,8278043.1
1999,78114,81,0,0,7818981.9
2005,85405,63,1,8,8555783.5
2013,92885,73,1,1,9293817.3
1994,74947,40,0,3,7500281.4
1995,81609,100,1,4,8167029.5
2011,82641,31,0,4,8272783.1
2000,16411,46,1,2,1652454.0
2003,73237,15,0,1,7326285.3
2018,55821,55,0,6,5583521.8
1992,38171,51,1,4,3826368.2
2015,86433,56,1,5,8644331.5
2013,21136,17,1,5,2124234.3
1995,48162,83,1,3,4822052.5
1996,22238,82,1,8,2227703.6
1993,66813,65,1,10,6689557.3
1993,79256,48,1,9,7931579.3
1999,45383,78,0,4,4542972.9
1996,33974,38,0,0,3403907.6
2016,2017,80,1,6,210585.6
2021,8318,24,0,3,832684.1
2020,78791,82,0,5,7886106.0
2018,95878,2,1,0,9591246.8
2013,79499,39,0,4,7955951.3
1990,71601,42,0,2,7164956.0
1998,31995,54,1,0,3203127.8
1998,5475,37,1,10,551668.8
2008,91703,28,1,3,9173404.8
2003,9881,87,0,8,996563.3
2011,49904,72,0,3,4995940.1
2010,61529,28,0,7,6154223.0
2013,17052,58,0,0,1706550.3
2009,79361,12,1,2,7946598.9
2004,30633,34,0,7,3071938.4
1997,14535,100,0,2,1455259.7
2011,64918,91,0,2,6494744.1
1999,52424,100,0,10,5252384.9
2018,1144,29,1,8,118555.8
1992,76654,71,1,7,7667673.2
2007,70474,12,1,8,7048195.7
2017,33369,70,1,9,3337636.7
2008,79065,8,0,8,7912800.8
2019,16599,97,0,4,1665461.9
2001,64654,32,1,7,6467876.1
2017,33177,16,1,3,3326989.7
1997,63711,42,0,5,6372039.7
2015,98857,4,0,5,9898892.5
1999,56134,49,0,8,5619428.9
2010,76021,95,0,2,7603621.0
1991,31258,7,1,10,3127112.1
2008,30442,48,0,7,3049370.8
2000,33207,66,1,10,3334198.0
2018,2138,60,0,2,217519.8
2007,22593,20,0,2,2262197.7
2006,64253,94,1,7,6431182.6
2001,54936,39,1,5,5505207.1
1998,1430,13,1,5,148835.8
1996,79934,57,0,4,8002735.6
1998,52618,19,0,8,5270796.8
2016,39626,79,0,6,3972452.6
2020,82252,65,0,6,8233956.0
2011,30373,42,1,3,3044199.1
2018,50576,44,0,1,5059529.8
1992,88955,73,1,0,8898280.2
2003,42933,15,1,4,4302362.3
1999,34176,97,1,3,3421425.9
2011,47097,78,0,2,4716535.1
2021,10641,15,1,3,1069818.1
1996,30888,52,0,9,3095632.6
2018,77165,76,0,10,7719488.8
2019,23061,28,1,0,2312106.9
2010,10197,54,0,1,1025552.0
2013,35259,69,0,4,3527026.3
1990,7155,93,1,5,724105.0
2011,9552,29,1,2,956627.1
1997,6061,21,0,0,613117.7
2012,9664,77,1,2,968805.2
2014,34070,43,1,4,3416611.4
1990,61445,70,0,5,6157121.0
2016,43188,8,1,3,4320637.6
2013,98846,61,0,10,9892058.3
1992,92292,55,1,3,9238491.2
2009,64926,67,0,10,6504452.9
2008,25373,73,0,2,2541919.8
2001,72859,97,0,8,7289714.1
1998,34487,36,1,5,3452462.8
1990,29752,86,0,7,2982668.0
1993,57203,49,1,4,5722619.3
2021,89873,84,0,4,8997133.1
2013,33601,15,1,6,3367765.3
2020,180,63,0,10,19638.0
1998,27571,98,1,2,2767842.8
2018,18757,75,1,2,1880601.8
2014,60734,48,1,1,6075765.4
2015,50327,82,1,3,5036872.5
1996,61049,96,0,1,6113701.6
2016,92594,8,1,1,9265539.6
2001,85772,6,1,9,8579037.1
1996,77461,73,0,2,7756205.6
2015,91560,35,0,6,9162963.5
1996,14536,79,1,8,1464600.6
2020,75504,19,0,1,7558113.0
1993,24025,1,0,4,2406060.3
2021,13760,10,1,6,1382162.1
2002,77009,38,0,3,7706407.2
2020,91287,45,0,0,9138828.0
2018,47722,24,1,9,4774661.8
2019,41250,28,1,7,4126032.9
1992,44638,18,0,9,4466312.2
2006,76640,59,1,5,7669425.6
2005,85104,96,1,7,8516196.5
2018,35647,72,1,4,3567681.8
2003,36219,37,1,3,3634081.3
2000,80329,47,0,3,8040769.0
1998,80958,42,1,4,8098151.8
1991,47995,56,0,7,4801423.1
1992,45690,93,0,8,4578301.2
2021,22802,89,1,8,2282203.1
2002,63272,72,0,7,6333289.2
2003,62137,80,1,10,6220991.3
1999,465,54,1,0,52762.9
2002,58529,29,1,8,5859182.2
1999,93440,60,0,7,9347335.9
2002,80489,24,1,2,8056228.2
2005,29543,27,1,8,2961309.5
2011,1102,45,0,6,115594.1
2012,47649,30,0,7,4766437.2
1999,44129,16,0,10,4416603.9
2009,90874,72,0,1,9094822.9
2001,11027,5,1,0,1103790.1
2014,17618,87,1,6,1765108.4
2003,69182,34,1,9,6925021.3
2018,4348,54,0,1,435301.8
1996,19336,9,0,5,1935699.6
2005,82819,12,0,10,8293339.5
2018,27265,100,0,6,2727791.8
1993,26061,95,1,9,2608428.3
2003,91482,86,0,6,9153595.3
1991,13853,71,0,0,1387448.1
2007,16055,90,1,0,1608022.7
1993,74175,44,0,7,7421888.3
1996,7658,93,1,9,767255.6
1990,39682,100,0,5,3971367.0
1992,11401,61,1,2,1144477.2
1990,8370,43,1,1,842743.0
1994,89671,71,0,0,8967749.4
2014,66391,55,0,8,6650282.4
2019,8139,88,0,6,819245.9
2008,68180,72,0,2,6824641.8
1994,21982,35,0,8,2203909.4
1994,54456,90,0,6,5446902.4
1992,12198,30,1,3,1228783.2
2013,32527,56,0,6,3263461.3
1993,10676,67,1,0,1079940.3
2006,96433,18,1,9,9650853.6
1995,71484,11,1,10,7153673.5
2008,99217,26,0,3,9923434.8
2001,18523,38,1,9,1860031.1
2012,53978,16,0,9,5399675.2
2021,67825,8,0,4,6787554.1
1999,82292,53,1,9,8242155.9
2017,75848,52,0,9,7591705.7
1992,97520,73,1,2,9752798.2
2016,59571,61,0,8,5958531.6
2012,35967,25,0,7,3607974.2
1990,50614,86,1,5,5066290.0
2002,6348,12,0,1,640585.2
1996,77454,80,1,7,7755247.6
2017,91290,22,1,7,9136100.7
2015,67226,25,0,8,6733312.5
2009,44966,99,1,10,4509078.9
1991,45455,81,1,5,4550968.1
2007,21671,71,0,6,2168225.7
1999,19325,58,0,2,1937569.9
2020,55326,33,0,7,5543245.0
1997,77197,69,0,0,7728302.7
2011,20195,76,0,8,2026607.1
2007,89075,8,0,5,8916325.7
1996,92412,89,0,8,9247709.6
2015,88598,59,0,3,8860919.5
2004,72399,61,1,7,7241380.4
2007,71236,77,1,1,7129055.7
2008,30463,59,1,3,3058364.8
1991,35863,54,0,4,3591772.1
1999,7486,95,0,9,760180.9
1992,84740,32,1,5,8482053.2
2015,23513,11,0,10,2357581.5
2006,46226,25,1,8,4638847.6
1992,38742,100,1,1,3878002.2
2003,14261,66,1,10,1431647.3
1990,81492,74,1,0,8154513.0
1995,44475,84,0,1,4452792.5
1995,4617,71,1,3,466004.5
2000,93608,21,1,6,9364080.0
2014,98788,27,1,3,9884496.4
2008,17085,57,1,4,1724807.8
2006,92837,32,0,10,9289481.6
2013,30136,74,1,4,3018980.3
1998,22663,24,0,3,2271081.8
2011,36477,8,0,3,3649873.1
1994,32294,18,1,8,3237695.4
1991,48367,88,1,4,4837589.1
1991,27495,69,1,6,2756763.1
2002,527,91,0,6,67622.2
2020,58551,60,0,7,5862215.0
2019,7199,74,0,10,724979.9
2012,30204,85,1,5,3021287.2
1994,34210,56,1,9,3425977.4
2007,89872,49,0,4,8994332.7
2017,28600,73,1,0,2869556.7
2018,94317,74,0,5,9434101.8
1996,59292,59,0,8,5929920.6
2013,18747,91,0,4,1883573.3
1997,939,72,0,9,98229.7
1995,26090,6,0,9,2613900.5
2000,37424,33,0,10,3750232.0
2003,31040,15,1,1,3108830.3
2008,41661,26,1,4,4172132.8
2016,9601,67,1,6,963424.6
2014,30736,93,0,2,3078402.4
2020,65870,73,0,9,6594705.0
2009,74907,9,1,0,7494845.9
1998,19812,24,0,3,1983779.8
2000,50707,39,0,6,5081669.0
1998,40282,43,1,1,4029489.8
2017,41739,34,0,8,4180917.7
2006,53243,22,0,0,5330973.6
2014,38633,75,0,3,3868669.4
2020,57886,54,1,2,5798125.0
2013,5177,73,1,2,523333.3
1999,38392,75,0,4,3840837.9
2009,1405,74,1,9,148540.9
1995,10727,23,0,9,1077355.5
1996,53852,89,0,2,5388256.6
1993,21413,58,1,6,2149706.3
1991,3587,84,0,3,367846.1
2013,73878,12,1,5,7399649.3
2020,14859,84,0,7,1499598.0
2001,65107,49,1,0,6518542.1
1998,16388,82,1,5,1647875.8
1996,41431,19,0,9,4149160.6
2000,8698,5,1,4,880449.0
2015,66442,81,0,1,6650604.5
2005,12968,46,0,8,1303596.5
2006,49274,96,0,5,4932274.6
2001,84612,6,0,6,8466374.1
2014,48736,97,0,0,4885719.4
2007,4167,78,0,10,422514.7
1990,62601,99,0,6,6263982.0
2010,68824,39,1,7,6892716.0
1991,36842,6,1,2,3689692.1
2017,17585,4,0,10,1762749.7
1998,7139,37,0,1,724579.8
2015,23147,56,0,6,2316843.5
2000,84182,55,0,5,8429665.0
2013,61995,31,0,4,6208532.3
2013,6575,77,1,3,661451.3
2012,2638,100,0,6,271564.2
2014,23987,81,0,3,2399604.4
2010,15769,14,1,2,1579069.0
2014,4276,4,1,1,440518.4
1996,98566,16,1,6,9871617.6
1996,35745,19,1,7,3580358.6
1991,63825,100,1,10,6384963.1
2002,93508,64,0,4,9357738.2
2019,1753,92,1,10,182644.9
2002,50019,29,1,8,5009275.2
2007,82325,77,1,4,8241164.7
2016,34403,53,1,2,3441145.6
1998,88240,57,1,5,8830770.8
1999,43759,97,1,6,4384655.9
1994,2111,79,1,0,216518.4
2017,50799,42,0,5,5080967.7
2020,24559,49,0,4,2459871.0
1999,22422,53,0,1,2252826.9
2015,52599,49,0,3,5266896.5
2020,32472,91,1,5,3252820.0
2015,10931,5,1,7,1098819.5
1995,15434,21,1,6,1547287.5
2002,56546,30,1,10,5659030.2
2019,11922,54,0,10,1202680.9
1993,93733,81,0,8,9378278.3
1990,72636,61,1,8,7271337.0
1997,19793,64,0,3,1988236.7
2006,75334,29,1,8,7534445.6
2009,20854,26,0,3,2093083.9
2013,9126,27,0,7,918377.3
2014,73441,90,1,2,7352484.4
2007,88646,45,1,4,8870135.7
1990,1392,4,1,3,143541.0
1999,96455,47,0,5,9649451.9
1997,36417,27,0,0,3645546.7
2011,42688,88,0,10,4280627.1
2021,36468,53,1,3,3652217.1
2001,49940,50,1,2,5005731.1
1992,28924,10,0,8,2895663.2
1999,55858,57,0,9,5591888.9
2002,97704,92,1,5,9774003.2
1996,79171,10,1,6,7926950.6
1993,17434,74,1,3,1751426.3
2012,87587,13,1,5,8763935.2
2003,16727,83,1,5,1681450.3
2011,2813,46,1,10,284702.1
2001,99031,2,1,1,9908496.1
1994,70681,68,1,0,7069493.4
2003,80697,92,1,3,8078150.3
1993,36268,26,1,7,3631024.3
1991,78115,43,1,3,7812679.1
2001,13929,49,0,5,1400300.1
2015,2624,36,1,4,268725.5
2013,5630,66,0,8,574843.3
2015,28579,55,1,8,2866447.5
2004,4638,25,1,7,471304.4
1997,86916,12,0,9,8696846.7
2009,31066,100,0,2,3108946.9
2005,78946,23,1,3,7900382.5
2017,51408,58,0,2,5148173.7
2010,63315,45,1,7,6333065.0
2004,32130,63,0,9,3217288.4
1994,533,84,1,6,62166.4
1991,32979,65,1,3,3307651.1
2004,18545,10,1,8,1865230.4
2020,73591,82,0,0,7363024.0
2008,48045,89,1,10,4816515.8
2008,80686,74,0,3,8071938.8
2015,89991,84,0,7,9002207.5
1990,79229,38,1,10,7930035.0
2000,87678,22,1,5,8772251.0
2016,98661,77,1,5,9870323.6
1990,83750,22,1,10,8378829.0
1996,97550,58,1,2,9765889.6
2014,43400,41,1,7,4350109.4
1994,30468,43,0,10,3049485.4
1990,14692,86,1,6,1477101.0
1999,23106,92,0,3,2311601.9
1996,60287,25,1,5,6036180.6
2008,71787,80,1,8,7182473.8
2010,15839,93,0,7,1591526.0
1998,68522,29,1,5,6853535.8
2011,17818,88,1,3,1787351.1
2012,94186,56,0,0,9424530.2
2019,92033,42,0,6,9207595.9
2012,29600,63,0,8,2969388.2
2005,83260,93,1,8,8331439.5
2017,53904,1,0,2,5391993.7
2015,47691,77,1,9,4776385.5
1998,40196,80,1,6,4023335.8
2004,42035,39,0,3,4216631.4
2015,37560,49,0,7,3762350.5
2020,29278,81,1,4,2935308.0
2016,96803,94,1,9,9683741.6
2013,20067,7,1,9,2010324.3
2018,52638,2,0,4,5276387.8
1999,47252,84,1,7,4726810.9
2010,7515,1,0,3,752692.0
1997,84630,33,1,4,8464747.7
2018,72150,83,0,7,7223417.8
2015,76956,68,0,2,7699229.5
2019,6885,97,1,10,692409.9
2004,8188,74,0,3,825389.4
1997,46785,21,0,3,4687315.7
2012,40737,40,0,5,4076965.2
1991,51242,73,0,5,5133121.1
2012,35691,75,0,0,3577017.2
2001,98705,21,1,7,9874587.1
1995,25831,13,1,9,2597123.5
1997,76174,76,1,7,7628022.7
1994,61734,24,1,9,6180305.4
1999,53424,16,0,0,5343224.9
2017,23754,69,1,1,2379379.7
1995,24396,73,0,6,2445049.5
2003,80349,70,0,9,8042314.3
2010,79583,26,0,4,7966719.0
2002,73863,93,1,3,7397144.2
2013,37195,19,0,5,3724125.3
2009,51058,63,0,2,5109865.9
1999,9705,86,0,4,975399.9
1993,67558,89,1,1,6766804.3
2017,21667,88,0,3,2175975.7
2007,39654,100,0,3,3970955.7
2006,9372,49,1,10,938856.6
1993,53448,20,0,3,5354891.3
2002,43998,41,0,2,4406193.2
2017,92326,37,0,4,9239788.7
1992,80678,15,1,7,8073048.2
1998,34060,75,1,5,3414055.8
2008,83173,20,1,6,8322256.8
1991,58698,67,0,5,5876589.1
1996,72343,10,1,3,7242431.6
1997,74922,65,1,4,7500490.7
2003,19528,76,1,2,1962530.3
2014,42969,41,1,8,4301496.4
1995,68028,53,1,9,6810499.5
2003,8676,44,0,5,873296.3
1998,61140,96,0,8,6120785.8
1993,3041,95,1,10,306019.3
1992,31231,65,0,5,3132434.2
1991,47315,58,0,2,4744142.1
2021,92963,37,0,0,9309080.1
2009,22714,17,1,1,2276626.9
2000,94062,11,0,0,9410749.0
1993,23248,3,0,2,2331235.3
2018,51308,68,0,9,5134188.8
1991,69867,34,0,2,6997995.1
2016,75211,34,0,9,7528953.6
2007,71008,1,0,8,7104062.7
2007,85766,60,0,4,8578114.7
2002,44561,8,1,5,4460766.2
2002,14954,40,0,3,1505542.2
1992,72194,86,0,8,7222517.2
2012,71931,30,0,1,7200839.2
1997,98946,31,0,3,9901008.7
1992,42708,68,1,9,4277753.2
2009,16037,47,1,6,1605352.9
2008,19510,23,1,1,1960391.8
1994,47783,17,0,0,4786040.4
1997,12430,55,1,9,1250208.7
1991,40439,54,1,6,4045359.1
1998,95889,5,0,9,9590909.8
2012,77174,29,0,10,7719743.2
2005,40184,1,0,9,4025868.5
2016,37534,54,0,0,3763767.6
2020,43585,48,0,6,4364529.0
2014,38935,41,0,7,3900522.4
2010,59918,77,0,4,6000859.0
2005,68723,83,0,6,6873850.5
1991,32721,57,0,3,3275735.1
1992,64674,56,0,5,6472604.2
2008,86022,19,1,2,8609199.8
2014,63737,60,0,8,6387164.4
1993,5322,71,0,7,541599.3
2005,63871,13,0,10,6397636.5
2003,65560,13,0,3,6563603.3
1995,89,33,1,9,10313.5
1992,71024,8,1,1,7112979.2
1996,71040,58,0,7,7108408.6
2015,50650,47,0,1,5074074.5
1996,66759,9,1,6,6683970.6
2000,98514,93,1,3,9855635.0
2016,7312,64,1,8,737475.6
1995,2676,7,0,4,277181.5
1992,60763,78,0,8,6079816.2
2014,49904,92,0,0,4998671.4
2002,54907,91,0,8,5496088.2
2004,3709,41,1,0,375675.4
1993,26117,1,1,1,2617456.3
1994,8626,75,1,0,863829.4
2002,74079,67,0,4,7412552.2
1992,27810,99,1,3,2792637.2
1997,40638,20,0,10,4064776.7
1995,60063,84,0,0,6010731.5
2020,93811,39,1,0,9385931.0
1993,12555,8,1,10,1265496.3
1998,30862,36,1,0,3092729.8
2007,36334,63,0,5,3640478.7
1997,86087,39,1,9,8609947.7
2003,69567,77,0,3,6962236.3
1994,18785,27,0,9,1885931.4
2003,20660,6,1,4,2072127.3
2019,62277,35,1,2,6236152.9
1998,46917,47,0,5,4701755.8
2014,30248,57,1,10,3028964.4
2015,50102,41,0,7,5014163.5
2001,45149,7,0,0,4522816.1
1991,30603,57,1,5,3071424.1
1994,79214,84,0,0,7922328.4
1999,62718,2,1,4,6275591.9
1994,27281,16,0,3,2731771.4
2004,41418,66,0,10,4145160.4
2015,97489,92,1,10,9753797.5
2018,51812,43,1,2,5192250.8
2008,34498,32,0,10,3458156.8
1995,95097,10,0,6,9513855.5
2007,44251,1,0,10,4434233.7
1994,29878,100,0,0,2992696.4
2004,18221,27,0,1,1831310.4
1993,62028,20,0,7,6205630.3
2015,47413,22,0,6,4748923.5
2019,70277,90,1,10,7035192.9
2003,98234,51,0,6,9831396.3
2021,49488,90,0,1,4954300.1
2017,12921,50,1,2,1302243.7
2020,51232,1,0,5,5128074.0
2017,23860,51,0,8,2394379.7
2003,52746,56,0,1,5276308.3
1994,45016,9,1,3,4506049.4
1993,93112,76,1,9,9317076.3
1991,74137,54,0,5,7418469.1
1994,78958,30,1,5,7902699.4
2011,20365,93,0,0,2041739.1
1993,20580,57,1,9,2067748.3
2020,55956,21,0,4,5606444.0
1999,17966,77,0,6,1799688.9
2009,87788,65,0,6,8784201.9
2018,1702,55,0,8,174792.8
2013,70033,37,1,2,7009642.3
1997,921,1,1,10,105739.7
2020,15859,94,0,1,1588729.0
2015,95561,46,1,3,9561422.5
2010,77467,14,0,7,7752514.0
2011,10380,20,0,2,1049793.1
2020,60506,86,1,8,6059753.0
2015,78859,10,0,7,7894713.5
2015,97590,3,1,2,9765039.5
2009,87908,89,1,0,8797156.9
2009,2141,68,0,10,223018.9
2001,78806,85,0,0,7886035.1
1993,92074,30,0,3,9214730.3
2013,9494,59,1,4,958561.3
2008,24681,77,0,9,2475750.8
1994,79491,95,0,4,7951459.4
1997,42904,73,1,1,4298883.7
2018,9803,47,1,5,998783.8
2020,31854,54,1,3,3191069.0
1999,93706,50,0,0,9376364.9
2007,69157,72,1,1,6926892.7
